Current_season,Month,Previous_flu_Season,Jurisdiction,2024_25_estimate,Previous_Estimate,Difference_in_season_estimate,Numerator,Previous_season_numerator,Population,Age_group_label,Difference_indicator,Child_or_adult
2024-25,AUG,2023-24,Minnesota,0.0038,0.0038,1e-4,21517,21211,5624147,Overall,Within 5 percentage points,All
2024-25,AUG,2023-24,Missouri,0.0036,0.0031,5e-4,21743,18836,6115723.5,Overall,Within 5 percentage points,All
2024-25,AUG,2023-24,N. Mariana Islands,0.003,0,0.0029,152,2,51467.5,Overall,Within 5 percentage points,All
2024-25,AUG,2023-24,Mississippi,0.0038,0.0032,5e-4,11163,9555,2949076.5,Overall,Within 5 percentage points,All
2024-25,AUG,2023-24,Montana,0.0023,0.0015,8e-4,2515,1617,1074894.5,Overall,Within 5 percentage points,All
2024-25,AUG,2023-24,North Carolina,0.0062,0.0022,0.004,65091,23444,10541669,Overall,Within 5 percentage points,All
2024-25,AUG,2023-24,North Dakota,0.0014,0.0013,1e-4,1087,1018,760079.5,Overall,Within 5 percentage points,All
2024-25,AUG,2023-24,Nebraska,NA,NA,NA,NA,NA,NA,Overall,Not Available,All
2024-25,AUG,2023-24,New Hampshire,NA,NA,NA,NA,NA,NA,Overall,Not Available,All
2024-25,AUG,2023-24,New Jersey,0.0078,0.0067,0.0011,69220,59460,8832618,Overall,Within 5 percentage points,All
2024-25,AUG,2023-24,New Mexico,0.0063,0.0055,8e-4,13222,11559,2095031,Overall,Within 5 percentage points,All
2024-25,AUG,2023-24,Nevada,0.0102,0.009,0.0012,31744,28133,3120407,Overall,Within 5 percentage points,All
2024-25,AUG,2023-24,New York,0.006,0.0051,0.001,66444,55739,11026194,Overall,Within 5 percentage points,All
2024-25,AUG,2023-24,Ohio,0.0051,0.0045,7e-4,59714,51972,11627059,Overall,Within 5 percentage points,All
2024-25,AUG,2023-24,Oklahoma,0.0025,0.0024,1e-4,9903,9599,3956445.5,Overall,Within 5 percentage points,All
2024-25,AUG,2023-24,Oregon,0.0028,0.0024,4e-4,11927,10211,4220498,Overall,Within 5 percentage points,All
2024-25,AUG,2023-24,Pennsylvania,0.0057,0.0049,7e-4,62994,55090,11148453,Overall,Within 5 percentage points,All
2024-25,AUG,2023-24,Philadelphia,0.0081,0.0069,0.0012,12658,10841,1568273.5,Overall,Within 5 percentage points,All
2024-25,AUG,2023-24,Puerto Rico,0.0061,0.0126,-0.0065,19400,39958,3177862.5,Overall,Within 5 percentage points,All
2024-25,AUG,2023-24,Rhode Island,NA,NA,NA,NA,NA,NA,Overall,Not Available,All
2024-25,AUG,2023-24,Republic of Palau,0,0,0,0,1,21412.5,Overall,Within 5 percentage points,All
2024-25,AUG,2023-24,South Carolina,NA,NA,NA,NA,NA,NA,Overall,Not Available,All
2024-25,AUG,2023-24,South Dakota,0.0018,0.0019,-1e-4,1581,1667,886812,Overall,Within 5 percentage points,All
2024-25,AUG,2023-24,Houston,NA,NA,NA,NA,NA,NA,Overall,Not Available,All
2024-25,AUG,2023-24,Tennessee,0.0066,0.0053,0.0013,45531,36585,6846888.5,Overall,Within 5 percentage points,All
2024-25,AUG,2023-24,Texas,0.0044,0.0034,0.001,128264,99361,29172250,Overall,Within 5 percentage points,All
2024-25,AUG,2023-24,Utah,0.0042,0.0033,9e-4,13547,10708,3226163.5,Overall,Within 5 percentage points,All
2024-25,AUG,2023-24,Virginia,NA,NA,NA,NA,NA,NA,Overall,Not Available,All
2024-25,AUG,2023-24,U.S. Virgin Islands,5e-4,0,4e-4,48,2,105648,Overall,Within 5 percentage points,All
2024-25,AUG,2023-24,Vermont,0.0031,0.0019,0.0013,1938,1154,620682,Overall,Within 5 percentage points,All
2024-25,AUG,2023-24,Washington,0.0063,0.0051,0.0012,47923,38808,7650371.5,Overall,Within 5 percentage points,All
2024-25,AUG,2023-24,Wisconsin,0.003,0.003,1e-4,17614,17279,5801275.5,Overall,Within 5 percentage points,All
2024-25,AUG,2023-24,West Virginia,0.0034,0.0033,1e-4,6056,5801,1776063.5,Overall,Within 5 percentage points,All
2024-25,AUG,2023-24,Wyoming,0.0019,0.0018,1e-4,1125,1062,579166.5,Overall,Within 5 percentage points,All
2024-25,JUL,2023-24,Alaska,2e-4,1e-4,1e-4,20,6,95876,65+ years,Within 5 percentage points,Adult
2024-25,JUL,2023-24,Alabama,3e-4,0,3e-4,293,43,874244,65+ years,Within 5 percentage points,Adult
2024-25,JUL,2023-24,Arkansas,1e-4,1e-4,0,48,32,536306,65+ years,Within 5 percentage points,Adult
2024-25,JUL,2023-24,American Samoa,0,0,0,0,0,3278,65+ years,Within 5 percentage points,Adult
2024-25,JUL,2023-24,Arizona,3e-4,1e-4,2e-4,391,115,1373975,65+ years,Within 5 percentage points,Adult
2024-25,JUL,2023-24,New York City,1e-4,0,1e-4,114,22,1308751,65+ years,Within 5 percentage points,Adult
2024-25,JUL,2023-24,California,3e-4,1e-4,1e-4,1589,765,5976166,65+ years,Within 5 percentage points,Adult
2024-25,JUL,2023-24,Chicago,NA,NA,NA,NA,NA,NA,65+ years,Not Available,Adult
2024-25,JUL,2023-24,Colorado,2e-4,1e-4,1e-4,143,60,876387,65+ years,Within 5 percentage points,Adult
2024-25,JUL,2023-24,Connecticut,1e-4,0,0,42,24,645996,65+ years,Within 5 percentage points,Adult
2024-25,JUL,2023-24,District of Columbia,1e-4,1e-4,0,10,8,89833,65+ years,Within 5 percentage points,Adult
2024-25,JUL,2023-24,Delaware,1e-4,2e-4,-1e-4,19,38,197594,65+ years,Within 5 percentage points,Adult
2024-25,JUL,2023-24,Florida,0.0024,1e-4,0.0023,11173,526,4638094,65+ years,Within 5 percentage points,Adult
2024-25,JUL,2023-24,Federated States of Micronesia,0,0,0,0,0,4812,65+ years,Within 5 percentage points,Adult
2024-25,JUL,2023-24,Georgia,0,0,0,0,0,1574667,65+ years,Within 5 percentage points,Adult
2024-25,JUL,2023-24,Guam,0,0,0,0,0,16061,65+ years,Within 5 percentage points,Adult
2024-25,JUL,2023-24,Hawaii,NA,NA,NA,NA,NA,NA,65+ years,Not Available,Adult
2024-25,JUL,2023-24,Iowa,0,0,0,20,7,566136,65+ years,Within 5 percentage points,Adult
2024-25,JUL,2023-24,Idaho,1e-4,0,1e-4,33,8,305994,65+ years,Within 5 percentage points,Adult
2024-25,JUL,2023-24,Illinois,2e-4,1e-4,1e-4,368,123,2089234,65+ years,Within 5 percentage points,Adult
2024-25,JUL,2023-24,Indiana,1e-4,0,1e-4,150,25,1115285,65+ years,Within 5 percentage points,Adult
2024-25,JUL,2023-24,Kansas,NA,NA,NA,NA,NA,NA,65+ years,Not Available,Adult
2024-25,JUL,2023-24,Kentucky,1e-4,0,1e-4,91,31,770835,65+ years,Within 5 percentage points,Adult
2024-25,JUL,2023-24,Louisiana,3e-4,0,2e-4,199,31,763750,65+ years,Within 5 percentage points,Adult
2024-25,JUL,2023-24,Massachusetts,NA,NA,NA,NA,NA,NA,65+ years,Not Available,Adult
2024-25,JUL,2023-24,Maryland,1e-4,1e-4,1e-4,118,61,987352,65+ years,Within 5 percentage points,Adult
2024-25,JUL,2023-24,Maine,0.0276,0.0273,4e-4,8117,8014,293776,65+ years,Within 5 percentage points,Adult
2024-25,JUL,2023-24,Marshall Islands,3e-4,0,3e-4,1,0,3732,65+ years,Within 5 percentage points,Adult
2024-25,JUL,2023-24,Michigan,1e-4,0,1e-4,167,25,1812441,65+ years,Within 5 percentage points,Adult
2024-25,JUL,2023-24,Minnesota,2e-4,0,2e-4,220,19,948841,65+ years,Within 5 percentage points,Adult
2024-25,JUL,2023-24,Missouri,0,0,0,46,31,1089714,65+ years,Within 5 percentage points,Adult
2024-25,JUL,2023-24,N. Mariana Islands,0,0,0,0,0,3754,65+ years,Within 5 percentage points,Adult
2024-25,JUL,2023-24,Mississippi,2e-4,0,2e-4,87,9,499955,65+ years,Within 5 percentage points,Adult
2024-25,JUL,2023-24,Montana,1e-4,0,1e-4,14,3,213392,65+ years,Within 5 percentage points,Adult
2024-25,JUL,2023-24,North Carolina,7e-4,0,7e-4,1294,34,1814542,65+ years,Within 5 percentage points,Adult
2024-25,JUL,2023-24,North Dakota,0,0,8.1208e-6,4,3,123141,65+ years,Within 5 percentage points,Adult
2024-25,JUL,2023-24,Nebraska,NA,NA,NA,NA,NA,NA,65+ years,Not Available,Adult
2024-25,JUL,2023-24,New Hampshire,NA,NA,NA,NA,NA,NA,65+ years,Not Available,Adult
2024-25,JUL,2023-24,New Jersey,2e-4,0,1e-4,248,53,1510028,65+ years,Within 5 percentage points,Adult
2024-25,JUL,2023-24,New Mexico,1e-4,0,1e-4,45,19,389911,65+ years,Within 5 percentage points,Adult
2024-25,JUL,2023-24,Nevada,4e-4,1e-4,4e-4,229,42,519316,65+ years,Within 5 percentage points,Adult
2024-25,JUL,2023-24,New York,1e-4,0,1e-4,148,37,2060818,65+ years,Within 5 percentage points,Adult
2024-25,JUL,2023-24,Ohio,0,1e-4,0,87,110,2097638,65+ years,Within 5 percentage points,Adult
2024-25,JUL,2023-24,Oklahoma,1e-4,1e-4,0,68,87,653159,65+ years,Within 5 percentage points,Adult
2024-25,JUL,2023-24,Oregon,0,8.8661e-6,1.2666e-6,8,7,789527,65+ years,Within 5 percentage points,Adult
2024-25,JUL,2023-24,Pennsylvania,1e-4,1e-4,4.0527e-6,134,125,2220720,65+ years,Within 5 percentage points,Adult
2024-25,JUL,2023-24,Philadelphia,1e-4,2e-4,-1e-4,13,40,226967,65+ years,Within 5 percentage points,Adult
2024-25,JUL,2023-24,Puerto Rico,3e-4,1e-4,2e-4,205,65,697429,65+ years,Within 5 percentage points,Adult
2024-25,JUL,2023-24,Rhode Island,NA,NA,NA,NA,NA,NA,65+ years,Not Available,Adult
2024-25,JUL,2023-24,Republic of Palau,0,0,0,0,0,1992,65+ years,Within 5 percentage points,Adult
2024-25,JUL,2023-24,South Carolina,NA,NA,NA,NA,NA,NA,65+ years,Not Available,Adult
2024-25,JUL,2023-24,South Dakota,0,0,0,4,6,157177,65+ years,Within 5 percentage points,Adult
2024-25,JUL,2023-24,Houston,NA,NA,NA,NA,NA,NA,65+ years,Not Available,Adult
2024-25,JUL,2023-24,Tennessee,4e-4,1e-4,3e-4,520,122,1180543,65+ years,Within 5 percentage points,Adult
2024-25,JUL,2023-24,Texas,3e-4,1e-4,1e-4,990,480,3873683,65+ years,Within 5 percentage points,Adult
2024-25,JUL,2023-24,Utah,0,5.2412e-6,0,14,2,381593,65+ years,Within 5 percentage points,Adult
2024-25,JUL,2023-24,Virginia,NA,NA,NA,NA,NA,NA,65+ years,Not Available,Adult
2024-25,JUL,2023-24,U.S. Virgin Islands,0,0,0,1,0,20478,65+ years,Within 5 percentage points,Adult
2024-25,JUL,2023-24,Vermont,0,0,0,2,2,128594,65+ years,Within 5 percentage points,Adult
2024-25,JUL,2023-24,Washington,0,3.2055e-6,0,59,4,1247874,65+ years,Within 5 percentage points,Adult
2024-25,JUL,2023-24,Wisconsin,0,9.5426e-6,0,31,10,1047935,65+ years,Within 5 percentage points,Adult
2024-25,JUL,2023-24,West Virginia,2e-4,1e-4,1e-4,60,25,373569,65+ years,Within 5 percentage points,Adult
2024-25,JUL,2023-24,Wyoming,1e-4,0,1e-4,10,2,103776,65+ years,Within 5 percentage points,Adult
2024-25,NOV,2023-24,Alaska,0.114,0.1237,-0.0097,3474,3771,30474,2-4 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Alabama,NA,NA,NA,NA,NA,NA,2-4 years,Not Available,Child
2024-25,NOV,2023-24,Arkansas,0.1194,0.133,-0.0135,13598,15139,113842,2-4 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,American Samoa,0.2059,0.2929,-0.087,537,764,2608,2-4 years,Lower by 5 percentage points or greater,Child
2024-25,NOV,2023-24,Arizona,0.1278,0.1353,-0.0075,33272,35237,260352,2-4 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,New York City,0.3284,0.3168,0.0116,99177,95666,302005,2-4 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,California,0.1605,0.177,-0.0165,227050,250432,1414649,2-4 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Chicago,NA,NA,NA,NA,NA,NA,2-4 years,Not Available,Child
2024-25,NOV,2023-24,Colorado,0.2655,0.2889,-0.0233,52694,57327,198442,2-4 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Connecticut,0.4955,0.5016,-0.0061,54634,55310,110266,2-4 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,District of Columbia,0.2286,0.2413,-0.0127,5981,6313,26160,2-4 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Delaware,0.2261,0.2429,-0.0167,7531,8088,33304,2-4 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Florida,0.1161,0.1331,-0.017,80419,92194,692623,2-4 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Federated States of Micronesia,0.0617,0.0563,0.0054,352,321,5706,2-4 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Georgia,0.1317,0,0.1317,52180,0,396292,2-4 years,Higher by 5 percentage points or greater,Child
2024-25,NOV,2023-24,Guam,0.0605,0.0438,0.0166,571,414,9444,2-4 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Hawaii,NA,NA,NA,NA,NA,NA,2-4 years,Not Available,Child
2024-25,NOV,2023-24,Iowa,0.2075,0.208,-5e-4,24521,24581,118179,2-4 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Idaho,0.1387,0.1622,-0.0234,9776,11427,70468,2-4 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Illinois,0.1871,0.2002,-0.013,83518,89332,446316,2-4 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Indiana,0.1481,0.1585,-0.0104,37558,40190,253562,2-4 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Kansas,NA,NA,NA,NA,NA,NA,2-4 years,Not Available,Child
2024-25,NOV,2023-24,Kentucky,0.1344,0.1591,-0.0248,22076,26143,164299,2-4 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Louisiana,0.0993,0.1096,-0.0104,17982,19858,181154,2-4 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Massachusetts,NA,NA,NA,NA,NA,NA,2-4 years,Not Available,Child
2024-25,NOV,2023-24,Maryland,0.2427,0.2468,-0.0042,53023,53930,218503,2-4 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Maine,0.3418,0.3549,-0.0132,13142,13648,38454,2-4 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Marshall Islands,0.0608,0.0409,0.0199,309,208,5080,2-4 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Michigan,0.1677,0.1246,0.0431,57366,42620,342016,2-4 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Minnesota,0.2228,0.2398,-0.017,47270,50878,212202,2-4 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Missouri,0.1456,0.1655,-0.0198,32499,36928,223181,2-4 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,N. Mariana Islands,0.1595,0.1173,0.0422,355,261,2226,2-4 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Mississippi,0.0655,0.0773,-0.0118,7232,8534,110338,2-4 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Montana,0.1337,0.1401,-0.0064,4961,5198,37112,2-4 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,North Carolina,0.1968,0.1977,-9e-4,72657,72979,369112,2-4 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,North Dakota,0.1889,0.207,-0.0181,6099,6683,32285,2-4 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Nebraska,NA,NA,NA,NA,NA,NA,2-4 years,Not Available,Child
2024-25,NOV,2023-24,New Hampshire,NA,NA,NA,NA,NA,NA,2-4 years,Not Available,Child
2024-25,NOV,2023-24,New Jersey,0.3677,0.3727,-0.0049,115116,116664,313043,2-4 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,New Mexico,0.1348,0.1476,-0.0128,9842,10775,72986,2-4 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Nevada,0.115,0.1293,-0.0143,12963,14570,112689,2-4 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,New York,0.2038,0.2275,-0.0237,74492,83150,365488,2-4 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Ohio,0.1764,0.1784,-0.0021,73710,74574,417969,2-4 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Oklahoma,0.104,0.1179,-0.0139,16159,18321,155373,2-4 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Oregon,0.1882,0.1974,-0.0092,25712,26964,136613,2-4 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Pennsylvania,0.2426,0.2651,-0.0225,87678,95798,361410,2-4 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Philadelphia,0.188,0.3222,-0.1343,11195,19192,59557,2-4 years,Lower by 5 percentage points or greater,Child
2024-25,NOV,2023-24,Puerto Rico,0.0243,0.0447,-0.0204,1815,3344,74811,2-4 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Rhode Island,NA,NA,NA,NA,NA,NA,2-4 years,Not Available,Child
2024-25,NOV,2023-24,Republic of Palau,0,0,0,0,0,684,2-4 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,South Carolina,NA,NA,NA,NA,NA,NA,2-4 years,Not Available,Child
2024-25,NOV,2023-24,South Dakota,0.2115,0.229,-0.0175,7795,8439,36853,2-4 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Houston,NA,NA,NA,NA,NA,NA,2-4 years,Not Available,Child
2024-25,NOV,2023-24,Tennessee,0.1479,0.1556,-0.0077,36537,38448,247042,2-4 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Texas,0.1171,0.1309,-0.0138,141640,158371,1209974,2-4 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Utah,0.1983,0.2044,-0.0061,29151,30054,147011,2-4 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Virginia,NA,NA,NA,NA,NA,NA,2-4 years,Not Available,Child
2024-25,NOV,2023-24,U.S. Virgin Islands,0.0182,0.0167,0.0015,74,68,4073,2-4 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Vermont,0.2879,0.3024,-0.0145,4999,5250,17361,2-4 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Washington,0.2014,0.2171,-0.0157,55680,60020,276460,2-4 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Wisconsin,0.218,0.2253,-0.0074,43476,44945,199448,2-4 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,West Virginia,0.1058,0.1196,-0.0138,5907,6680,55856,2-4 years,Within 5 percentage points,Child
2024-25,NOV,2023-24,Wyoming,0.11,0.1249,-0.0148,2323,2636,21113,2-4 years,Within 5 percentage points,Child
2024-25,AUG,2022-23,Alaska,2e-4,3e-4,-1e-4,6,9,30474,2-4 years,Within 5 percentage points,Child
2024-25,AUG,2022-23,Alabama,0.002,0.0021,-2e-4,351,379,178339,2-4 years,Within 5 percentage points,Child
2024-25,AUG,2022-23,Arkansas,3e-4,8e-4,-5e-4,34,89,113842,2-4 years,Within 5 percentage points,Child
2024-25,AUG,2022-23,American Samoa,0,0.0874,-0.0874,0,228,2608,2-4 years,Lower by 5 percentage points or greater,Child
2024-25,AUG,2022-23,Arizona,0.0021,0.0031,-0.001,546,799,260352,2-4 years,Within 5 percentage points,Child
2024-25,AUG,2022-23,New York City,0.0061,0.0127,-0.0067,1831,3840,302005,2-4 years,Within 5 percentage points,Child
2024-25,AUG,2022-23,California,0.0011,0.0062,-0.005,1597,8713,1414649,2-4 years,Within 5 percentage points,Child
2024-25,AUG,2022-23,Chicago,NA,NA,NA,NA,NA,NA,2-4 years,Not Available,Child
2024-25,AUG,2022-23,Colorado,0.0026,0.0056,-0.003,515,1113,198442,2-4 years,Within 5 percentage points,Child
2024-25,AUG,2022-23,Connecticut,0.0132,0.0104,0.0029,1460,1143,110266,2-4 years,Within 5 percentage points,Child
2024-25,AUG,2022-23,District of Columbia,0.002,0.0065,-0.0045,53,170,26160,2-4 years,Within 5 percentage points,Child
2024-25,AUG,2022-23,Delaware,6e-4,0.0035,-0.0029,21,117,33304,2-4 years,Within 5 percentage points,Child
2024-25,AUG,2022-23,Florida,0.0037,0.0031,6e-4,2571,2131,692623,2-4 years,Within 5 percentage points,Child
2024-25,AUG,2022-23,Federated States of Micronesia,0,0,0,0,0,5706,2-4 years,Within 5 percentage points,Child
2024-25,AUG,2022-23,Georgia,0,0,0,0,0,396292,2-4 years,Within 5 percentage points,Child
2024-25,AUG,2022-23,Guam,0.0015,7e-4,7e-4,14,7,9444,2-4 years,Within 5 percentage points,Child
2024-25,AUG,2022-23,Hawaii,NA,NA,NA,NA,NA,NA,2-4 years,Not Available,Child
2024-25,AUG,2022-23,Iowa,2e-4,0.0013,-0.0011,24,154,118179,2-4 years,Within 5 percentage points,Child
2024-25,AUG,2022-23,Idaho,2e-4,4e-4,-2e-4,16,28,70468,2-4 years,Within 5 percentage points,Child
2024-25,AUG,2022-23,Illinois,0.0026,0.0035,-9e-4,1147,1541,446316,2-4 years,Within 5 percentage points,Child
2024-25,AUG,2022-23,Indiana,0.0013,0.0025,-0.0011,336,622,253562,2-4 years,Within 5 percentage points,Child
2024-25,AUG,2022-23,Kansas,NA,NA,NA,NA,NA,NA,2-4 years,Not Available,Child
2024-25,AUG,2022-23,Kentucky,0.0017,0.0028,-0.0011,284,457,164299,2-4 years,Within 5 percentage points,Child
2024-25,AUG,2022-23,Louisiana,5e-4,8e-4,-3e-4,92,141,181154,2-4 years,Within 5 percentage points,Child
2024-25,AUG,2022-23,Massachusetts,NA,NA,NA,NA,NA,NA,2-4 years,Not Available,Child
2024-25,AUG,2022-23,Maryland,0.0029,0.0055,-0.0026,640,1206,218503,2-4 years,Within 5 percentage points,Child
2024-25,AUG,2022-23,Maine,0.0831,0.1952,-0.1121,3196,7505,38454,2-4 years,Lower by 5 percentage points or greater,Child
2024-25,AUG,2022-23,Marshall Islands,0,0.002,-0.002,0,10,5080,2-4 years,Within 5 percentage points,Child
2024-25,AUG,2022-23,Michigan,0.0019,0.002,-1e-4,655,695,342016,2-4 years,Within 5 percentage points,Child
2024-25,AUG,2022-23,Minnesota,7e-4,0.0016,-9e-4,148,346,212202,2-4 years,Within 5 percentage points,Child
2024-25,AUG,2022-23,Missouri,5e-4,5e-4,0,121,111,223181,2-4 years,Within 5 percentage points,Child
2024-25,AUG,2022-23,N. Mariana Islands,0.0031,0.0013,0.0018,7,3,2226,2-4 years,Within 5 percentage points,Child
2024-25,AUG,2022-23,Mississippi,2e-4,4e-4,-2e-4,25,47,110338,2-4 years,Within 5 percentage points,Child
2024-25,AUG,2022-23,Montana,8e-4,0.0012,-4e-4,29,44,37112,2-4 years,Within 5 percentage points,Child
2024-25,AUG,2022-23,North Carolina,0.0028,0.0028,0,1031,1020,369112,2-4 years,Within 5 percentage points,Child
2024-25,AUG,2022-23,North Dakota,5e-4,0.002,-0.0015,17,65,32285,2-4 years,Within 5 percentage points,Child
2024-25,AUG,2022-23,Nebraska,NA,NA,NA,NA,NA,NA,2-4 years,Not Available,Child
2024-25,AUG,2022-23,New Hampshire,NA,NA,NA,NA,NA,NA,2-4 years,Not Available,Child
2024-25,AUG,2022-23,New Jersey,0.011,0.0124,-0.0014,3456,3884,313043,2-4 years,Within 5 percentage points,Child
2024-25,AUG,2022-23,New Mexico,0.0017,0.0015,2e-4,122,108,72986,2-4 years,Within 5 percentage points,Child
2024-25,AUG,2022-23,Nevada,0.0019,0.0023,-4e-4,211,259,112689,2-4 years,Within 5 percentage points,Child
2024-25,AUG,2022-23,New York,0.0026,0.0045,-0.0019,936,1645,365488,2-4 years,Within 5 percentage points,Child
